insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 59,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-08' , 58,5990,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 17,2950,194)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 83,1750,84)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-10' , 50,2950,206)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-22' , 78,3300,55)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-18' , 23,3300,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-25' , 61,3300,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-20' , 25,2950,115)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-07' , 117,2950,228)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 66,2950,8)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 44,2950,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-26' , 66,2950,187)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-16' , 98,3300,121)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-01' , 55,2950,150)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-15' , 71,2950,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-06' , 38,2950,101)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-23' , 115,3300,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-03' , 64,2950,164)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-03' , 77,2950,62)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-21' , 33,1750,170)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 23,2950,85)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-15' , 99,1750,206)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-06' , 72,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-18' , 83,5990,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-15' , 7,2950,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-06' , 35,1750,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-12' , 48,3300,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-08' , 13,2950,71)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-20' , 62,1750,60)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 49,2950,103)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-01' , 58,2950,84)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-12' , 78,5990,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-15' , 124,1750,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-07' , 24,2950,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 51,2950,78)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-08' , 116,1750,22)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 35,5990,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-04' , 80,5990,20)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-15' , 3,2950,76)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 88,2950,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-19' , 120,2950,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-06' , 56,2950,188)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-22' , 115,1750,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-12' , 77,2950,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-15' , 42,5990,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-22' , 61,2950,62)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-05' , 28,2950,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-07' , 51,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-11' , 68,5990,157)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-14' , 126,3300,139)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-18' , 20,2950,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 119,5990,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-01' , 61,5990,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-09' , 76,2950,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-22' , 28,2950,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-04' , 55,2950,71)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-28' , 77,5990,90)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-16' , 115,2950,75)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-27' , 20,2950,23)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-16' , 26,3300,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-22' , 115,2950,29)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-07' , 3,1750,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-05' , 104,2950,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-29' , 82,2950,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-30' , 13,5990,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-01' , 127,2950,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-10' , 42,1750,124)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-01' , 88,2950,219)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-27' , 30,5990,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 49,2950,220)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-10' , 86,2950,113)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-22' , 55,2950,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-28' , 41,5990,92)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-06' , 16,2950,72)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-15' , 4,2950,92)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-19' , 110,1750,219)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-11' , 32,5990,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-26' , 112,5990,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-14' , 129,2950,3)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-03' , 78,1750,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 106,3300,57)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-08' , 27,5990,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-13' , 105,2950,75)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 52,2950,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 81,1750,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-16' , 3,5990,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-28' , 11,2950,115)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-25' , 29,2950,203)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-08' , 60,2950,73)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-14' , 113,5990,158)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-10' , 43,5990,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-13' , 18,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-05' , 53,2950,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-20' , 3,5990,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-01' , 119,5990,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-28' , 107,2950,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-22' , 27,5990,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-28' , 56,2950,18)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-23' , 97,5990,209)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-19' , 73,2950,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-19' , 93,2950,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 76,2950,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-17' , 70,5990,191)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-15' , 91,2950,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-14' , 73,5990,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 63,5990,145)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-08' , 64,5990,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 53,2950,12)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-09' , 85,2950,9)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-09' , 47,5990,148)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-28' , 75,2950,223)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-17' , 117,2950,88)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-01' , 68,2950,2)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-04' , 61,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-09' , 32,5990,135)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 34,2950,34)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-07' , 67,2950,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-23' , 64,2950,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-07' , 44,5990,193)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-04' , 89,2950,60)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-25' , 46,2950,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-24' , 40,5990,154)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-20' , 116,2950,177)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-12' , 9,5990,25)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 36,2950,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-19' , 127,5990,207)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-13' , 5,1750,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-03' , 80,1750,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-27' , 55,5990,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-14' , 24,3300,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-08' , 55,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-12' , 74,2950,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-25' , 39,5990,157)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-15' , 128,5990,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-23' , 44,2950,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-15' , 81,2950,22)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-08' , 65,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 40,2950,131)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-24' , 43,2950,206)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-02' , 109,5990,107)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-23' , 54,2950,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-17' , 59,3300,12)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 58,1750,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-02' , 103,2950,195)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-20' , 49,1750,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-01' , 68,2950,131)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-13' , 114,2950,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-18' , 67,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-05' , 29,5990,77)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-21' , 96,2950,176)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-31' , 2,2950,22)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-26' , 20,2950,110)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-30' , 9,2950,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 28,2950,125)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-07' , 74,2950,230)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-08' , 22,2950,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-08' , 115,3300,8)
